3.27586129,5.119878246,2.80679416,-2.813303748,0.005943459,3.266897091,1.093250851,2.072796321,0.706910538,-0.507238087,-0.815670895,-0.983549029,-1.806126434,-0.16845865,0.14477116,0.574236078,-0.006410175,0.400805858,0.478156795,0.562425102,0.099777028,-0.100682134,0.385238549,0.759816247,0.074244949
-0.203167481,-2.239077898,-0.201983463,1.610259798,-1.043566553,-0.680730514,-0.601459143,-0.51119156,-1.052808279,0.022257845,0.188138273,-0.100649016,0.122318535,-1.181876475,1.314085762,-0.412499482,-0.064542963,-0.686821628,-1.216465659,0.641354898,0.64414842,-0.882894409,0.159792707,-0.537869056,-0.020045087
-1.140389639,-1.746959073,-1.333646892,2.157376263,0.53613533,-2.174696621,0.646365473,-2.528452332,0.111705996,0.630184925,0.471854823,-0.254078636,0.248517047,-0.696385917,-0.603060669,0.336611459,-0.797047651,0.624691038,0.288688994,0.758780607,0.426630139,0.684390559,0.779207906,0.433782358,0.373294422
-0.465826951,-4.80026533,-1.495226772,1.862717625,0.049835493,-0.131066085,-0.242453486,-1.285628977,-0.310918432,0.313679297,-0.826506517,0.486842991,0.411814859,-1.259809568,0.177626786,0.341728769,0.996970343,-0.192697658,0.711530522,-0.32825027,-0.339618364,-0.473100562,-0.301189496,0.011908826,-0.26364966
3.65977963,-2.994025026,0.370149122,2.443038972,-0.370663963,-0.882106243,-1.728879107,0.108660488,0.444056267,0.011870326,0.552729705,1.13119609,-1.301700923,1.680587855,0.208933791,1.102455555,-0.015875721,-1.047812863,0.135369497,-1.132772643,0.820653676,-0.19505629,0.548872767,-0.236580303,-0.10015915
3.570350498,0.733777773,-1.355631816,-2.099782831,-1.086712018,3.264128505,1.705011214,-0.84037503,-0.603626596,-0.853848171,0.804966349,-0.418011587,0.261610208,0.013792626,-0.30929849,-0.429972671,0.219056672,-0.291207973,-0.677351397,0.30216909,0.723582405,-0.394737728,-0.291422172,0.133370365,-0.105642327
-0.4481237,-1.700171241,2.019731778,1.956787224,-0.963470422,-1.788420057,-0.924143894,1.272134062,0.555667904,-0.451752863,0.184512808,0.181450087,-2.270182365,0.556367186,1.987729545,0.062338965,0.259098348,1.214921252,0.094328264,-0.196771927,0.052099968,0.720366312,-0.440715389,0.736541505,-0.064038448
2.744459864,-2.8455947,0.270931192,1.988376355,-1.286981927,-0.744224526,-0.809976428,-0.327810455,-0.304637962,-0.536396032,1.165674959,-0.397737364,-1.708214613,0.430819665,0.800671806,0.185825148,-0.336259464,-0.278497423,-0.077857984,0.426032006,1.075300158,-0.191385063,-0.095974896,0.328346352,-0.078384368
5.199050146,2.213850997,0.872012876,-0.967424938,1.585457025,-2.892382306,0.876090943,-0.309591444,-2.11142979,0.646872435,-0.047391873,1.29050507,0.47557677,0.341031976,-0.909264629,-1.016424412,-0.281012124,0.083143667,0.889035889,-0.706524536,0.386223538,-0.15653286,0.037243116,0.526899487,0.200669734
-0.048789759,0.020021411,0.590025961,1.069438182,-1.261398913,1.818745958,-0.960434117,-0.680064887,1.783787194,-2.102226775,1.706460382,-0.226432102,-1.563111819,-0.839138265,-1.375937178,0.147848121,1.508633885,-0.157110015,0.43987476,-0.087117028,0.029077133,-0.799228493,0.253398658,-0.662395088,0.315139348
3.390635402,-1.15943011,-0.491519153,2.179274247,1.426242388,1.243735138,1.231955106,0.152472373,1.914688592,0.430056865,0.495418105,-1.365205529,-0.145406809,-0.272326235,0.253672493,0.094346923,-0.551005477,0.635646788,0.205077912,-0.053118371,-0.390797048,0.819532789,-0.090111103,0.354567112,-0.194955407
-0.958518823,-2.204263564,-0.694112466,0.602380381,-0.026758189,2.272359893,0.696815181,-0.018603589,1.994060329,0.156732603,0.651563582,-0.018862316,-0.430674426,-0.363894968,0.668042567,0.722686674,-0.717689655,0.400781856,-0.370084914,0.443025946,-0.765286078,0.217952097,0.576953496,-0.335803227,-0.630091289
